2.1,0.96,11.52,1.52
2.32,1,37.46,2.55
2.14,0.96,10.54,1.52
2.24,1,31.33,2.1
1.8,0.99,10.12,1.28
2.33,1,50.55,3.23
1.78,0.98,8.51,1.25
1.88,1,18.87,1.46
0.4,0.99,2.7,0.3
0.62,0.99,4.64,0.44
0.48,0.98,2.95,0.36
0.4,1,2.83,0.3
