18.045,18.261,17.954,17.879,19.049,18.555,0.0552
18.071,18.269,18.017,17.815,19.066,18.598,0.055
18.117,18.283,18.065,17.906,19.072,18.645,0.055333
18.177,18.295,18.118,18.002,19.127,18.649,0.0486
18.211,18.31,18.158,18.112,19.129,18.707,0.047333
18.244,18.328,18.22,18.115,19.156,18.694,0.047467
18.29,18.341,18.262,18.212,19.183,18.698,0.050933
18.361,18.359,18.311,18.358,19.196,18.749,0.053067
18.371,18.392,18.374,18.286,19.212,18.851,0.056767
18.433,18.412,18.399,18.541,19.214,18.83,0.062733
18.429,18.43,18.438,18.437,19.213,18.872,0.0652
18.449,18.448,18.471,18.414,19.197,18.867,0.064733
18.444,18.481,18.488,18.268,19.19,18.894,0.055933
18.457,18.511,18.498,18.188,19.148,18.89,0.043267
18.443,18.527,18.515,18.077,19.1,18.9,0.034967
18.458,18.544,18.582,17.82,19.054,18.934,0.021333
18.485,18.56,18.597,17.947,19.019,18.982,0.017333
18.507,18.575,18.62,17.966,19.026,18.993,0.0175
18.531,18.591,18.642,18.022,19.014,18.992,0.0174
18.533,18.613,18.656,18.012,19.019,18.967,0.014433
18.545,18.644,18.677,17.999,18.996,18.982,0.0125
18.579,18.657,18.712,18.031,18.984,19.052,0.012467
18.651,18.677,18.769,18.194,18.99,19.075,0.010167
18.677,18.699,18.792,18.282,19.01,19.094,0.0099667
18.706,18.735,18.835,18.303,19.027,19.058,0.010033
18.741,18.772,18.859,18.491,19.03,19.079,0.0101
18.776,18.795,18.894,18.568,19.052,19.107,0.014333
18.801,18.826,18.935,18.63,19.078,19.113,0.0195
18.83,18.866,18.952,18.717,19.087,19.119,0.0247
18.856,18.887,18.988,18.665,19.109,19.114,0.029433
18.894,18.927,19.025,18.704,19.117,19.111,0.0346
18.907,18.964,19.038,18.819,19.145,19.109,0.0398
18.954,18.998,19.08,18.879,19.184,19.135,0.044567
18.98,19.025,19.108,18.875,19.188,19.112,0.049067
18.988,19.052,19.13,18.82,19.207,19.095,0.052467
19.003,19.074,19.166,18.658,19.226,19.197,0.052467
19.004,19.114,19.204,18.558,19.223,19.202,0.052567
19.051,19.134,19.223,18.617,19.232,19.17,0.0525
19.097,19.149,19.243,18.652,19.217,19.186,0.050733
19.095,19.177,19.253,18.525,19.215,19.18,0.044967
19.104,19.203,19.262,18.465,19.199,19.175,0.031767
19.132,19.214,19.274,18.343,19.181,19.143,0.020867
19.127,19.253,19.235,18.347,19.141,19.133,0.0194
19.061,19.259,19.191,18.085,19.054,19.281,0.0050667
