7.366666667,4.023333333,3.41
7.6,3.77,3.696666667
7.633333333,3.256666667,3.533333333
7.366666667,3.036666667,3.673333333
7.133333333,3.04,3.32
7.066666667,3,3.023333333
6.8,3.06,2.613333333
6.633333333,2.99,2.546666667
6.566666667,3.213333333,2.823333333
6.2,3.94,3.096666667
6,4.486666667,2.856666667
5.633333333,5.166666667,2.556666667
5.466666667,5.81,1.746666667
5.666666667,6.02,1.023333333
5.666666667,5.796666667,0.956666667
5.566666667,5.72,0.633333333
5.533333333,5.363333333,0.98
5.5,5.243333333,1.7
5.266666667,5.306666667,1.683333333
5.333333333,5.28,1.366666667
5.233333333,5.276666667,1.503333333
5,5.523333333,1.65
4.866666667,5.533333333,1.196666667
4.666666667,5.506666667,0.816666667
4.633333333,5.52,0.533333333
4.4,5.5,0.62
4.533333333,5.533333333,0.38
4.433333333,4.86,0.416666667
4.3,4.733333333,0.576666667
4.266666667,4.746666667,1.086666667
4.233333333,5.093333333,1.233333333
4.066666667,5.306666667,1.096666667
4.033333333,5.676666667,0.96
3.933333333,6.273333333,0.463333333
4,6.52,-0.123333333
3.9,6.473333333,-0.45
4.233333333,5.593333333,0.233333333
4.4,4.326666667,1.61
4.833333333,3.496666667,1.81
5.5,2.133333333,2.863333333
5.7,1.733333333,3.353333333
5.833333333,1.75,3.383333333
5.733333333,1.74,2.616666667
5.866666667,1.443333333,2.673333333
5.866666667,1.25,2.763333333
6.133333333,1.246666667,2.58
6.133333333,1.016666667,3.303333333
5.833333333,0.996666667,3.37
5.7,1.003333333,3.103333333
5.6,1.01,3.523333333
5.433333333,1.433333333,2.816666667
5.433333333,1.95,2.166666667
5.3,2.47,1.76
5.1,2.943333333,1.296666667
4.966666667,3.46,0.853333333
4.966666667,3.98,0.663333333
4.733333333,4.456666667,0.176666667
4.633333333,4.906666667,0.366666667
4.633333333,5.246666667,-0.01
4.433333333,5.246666667,-0.273333333
4.5,5.256666667,-0.303333333
4.5,5.25,0.11
4.666666667,5.073333333,0.426666667
4.8,4.496666667,0.87
5,3.176666667,1.62
5.333333333,2.086666667,2.26
6,1.94,2.37
6.866666667,0.506666667,2.956666667
8.266666667,0.183333333,2.523333333
9.3,0.18,3.14
9.633333333,0.156666667,3.36
9.933333333,0.12,3.403333333
9.8,0.133333333,3.61
9.633333333,0.193333333,3.343333333
9.5,0.186666667,2.63
9.566666667,0.186666667,2.726666667
9.033333333,0.156666667,3.333333333
9.066666667,0.093333333,3.163333333
9,0.083333333,2.403333333
8.633333333,0.073333333,2.033333333
8.233333333,0.103333333,1.97
8.2,0.153333333,1.736666667
8.033333333,0.143333333,1.54
7.833333333,0.16,1.62
7.7,0.143333333,1.863333333
7.5,0.116666667,1.946666667
7.233333333,0.083333333,2.676666667
6.966666667,0.086666667,2.683333333
6.666666667,0.073333333,2.716666667
