7.10887,7.10887,7.10887,7.10887,7.61659,7.61659,7.61659,7.61659,7.61659,7.61659,7.61659,7.61659,7.61659,7.61659,7.61659,7.61659,7.61659,7.61659,7.61659,7.61659,7.61659,7.61659,7.61659,7.61659,7.61659,7.61659,7.61659,7.61659,7.56386,7.56386,7.56386,7.56386,7.56386,7.56386,7.56386,7.56386,7.56386,7.56386,7.56386,7.56386,7.56386,7.56386,7.56386,7.56386,7.93992,7.93992,7.93992,7.93992,7.93992,7.93992,7.93992,7.93992,7.93992,7.93992,7.93992,7.93992,7.93992,7.93992,7.93992,7.79816,7.79816,7.82931,7.82931,7.82931,7.82931,7.82931,7.82931,7.82931,7.82931,7.82931,7.82931,7.82931,7.82931,7.82931,7.82931,7.82931,7.85906,7.85906,7.85906,7.85906,7.85906,7.85906,7.85906,7.85906,7.85906,7.85906,7.85906,7.85906,7.85906,7.85906,7.85906,7.85906,7.85906,7.85906,7.85906,7.85906,7.85906,7.85906,7.82167,7.82167,7.82167,7.82167,7.82167,7.82167,7.82167,7.82167,7.82551,7.82551,7.82551,7.82551,7.82551,7.82551,7.82551,7.82551,7.80603,7.80603,7.80603,7.80603
6.90863,6.90863,6.90863,6.90863,6.65066,6.65066,6.65066,6.65066,6.65066,6.65066,6.65066,6.65066,6.65066,6.65066,6.65066,6.65066,6.65066,6.65066,6.65066,6.65066,6.65066,6.65066,6.65066,6.65066,6.65066,6.65066,6.65066,6.65066,6.09171,6.09171,6.09171,6.09171,6.09171,6.09171,6.09171,6.09171,6.09171,6.09171,6.09171,6.09171,6.09171,6.09171,6.09171,6.09171,7.07304,7.07304,7.07304,7.07304,7.07304,7.07304,7.07304,7.07304,7.07304,7.07304,7.07304,7.07304,7.07304,7.07304,7.07304,7.07983,7.07983,7.09351,7.09351,7.09351,7.09351,7.09351,7.09351,7.09351,7.09351,7.09351,7.09351,7.09351,7.09351,7.09351,7.09351,7.09351,7.02658,7.02658,7.02658,7.02658,7.02658,7.02658,7.02658,7.02658,7.02658,7.02658,7.02658,7.02658,7.02658,7.02658,7.02658,7.02658,7.02658,7.02658,7.02658,7.02658,7.02658,7.02658,6.9664,6.9664,6.9664,6.9664,6.9664,6.9664,6.9664,6.9664,6.98884,6.98884,6.98884,6.98884,6.98884,6.98884,6.98884,6.98884,6.97312,6.97312,6.97312,6.97312
6.5668,6.5668,6.5668,6.5668,6.94722,6.94722,6.94722,6.94722,6.94722,6.94722,6.94722,6.94722,6.94722,6.94722,6.94722,6.94722,6.94722,6.94722,6.94722,6.94722,6.94722,6.94722,6.94722,6.94722,6.94722,6.94722,6.94722,6.94722,6.89405,6.89405,6.89405,6.89405,6.89405,6.89405,6.89405,6.89405,6.89405,6.89405,6.89405,6.89405,6.89405,6.89405,6.89405,6.89405,7.25366,7.25366,7.25366,7.25366,7.25366,7.25366,7.25366,7.25366,7.25366,7.25366,7.25366,7.25366,7.25366,7.25366,7.25366,7.29243,7.29243,7.32409,7.32409,7.32409,7.32409,7.32409,7.32409,7.32409,7.32409,7.32409,7.32409,7.32409,7.32409,7.32409,7.32409,7.32409,7.32378,7.32378,7.32378,7.32378,7.32378,7.32378,7.32378,7.32378,7.32378,7.32378,7.32378,7.32378,7.32378,7.32378,7.32378,7.32378,7.32378,7.32378,7.32378,7.32378,7.32378,7.32378,7.27826,7.27826,7.27826,7.27826,7.27826,7.27826,7.27826,7.27826,7.28135,7.28135,7.28135,7.28135,7.28135,7.28135,7.28135,7.28135,7.29579,7.29579,7.29579,7.29579
0.747943,0.747943,0.747943,0.747943,1.07889,1.07889,1.07889,1.07889,1.07889,1.07889,1.07889,1.07889,1.07889,1.07889,1.07889,1.07889,1.07889,1.07889,1.07889,1.07889,1.07889,1.07889,1.07889,1.07889,1.07889,1.07889,1.07889,1.07889,1.05872,1.05872,1.05872,1.05872,1.05872,1.05872,1.05872,1.05872,1.05872,1.05872,1.05872,1.05872,1.05872,1.05872,1.05872,1.05872,1.09541,1.09541,1.09541,1.09541,1.09541,1.09541,1.09541,1.09541,1.09541,1.09541,1.09541,1.09541,1.09541,1.09541,1.09541,1.07245,1.07245,1.10479,1.10479,1.10479,1.10479,1.10479,1.10479,1.10479,1.10479,1.10479,1.10479,1.10479,1.10479,1.10479,1.10479,1.10479,1.12776,1.12776,1.12776,1.12776,1.12776,1.12776,1.12776,1.12776,1.12776,1.12776,1.12776,1.12776,1.12776,1.12776,1.12776,1.12776,1.12776,1.12776,1.12776,1.12776,1.12776,1.12776,1.12244,1.12244,1.12244,1.12244,1.12244,1.12244,1.12244,1.12244,1.10422,1.10422,1.10422,1.10422,1.10422,1.10422,1.10422,1.10422,1.11207,1.11207,1.11207,1.11207
7.91666,7.91666,7.91666,7.91666,6.74417,6.74417,6.74417,6.74417,6.74417,6.74417,6.74417,6.74417,6.74417,6.74417,6.74417,6.74417,6.74417,6.74417,6.74417,6.74417,6.74417,6.74417,6.74417,6.74417,6.74417,6.74417,6.74417,6.74417,7.11498,7.11498,7.11498,7.11498,7.11498,7.11498,7.11498,7.11498,7.11498,7.11498,7.11498,7.11498,7.11498,7.11498,7.11498,7.11498,8.65695,8.65695,8.65695,8.65695,8.65695,8.65695,8.65695,8.65695,8.65695,8.65695,8.65695,8.65695,8.65695,8.65695,8.65695,8.67416,8.67416,8.66539,8.66539,8.66539,8.66539,8.66539,8.66539,8.66539,8.66539,8.66539,8.66539,8.66539,8.66539,8.66539,8.66539,8.66539,8.72582,8.72582,8.72582,8.72582,8.72582,8.72582,8.72582,8.72582,8.72582,8.72582,8.72582,8.72582,8.72582,8.72582,8.72582,8.72582,8.72582,8.72582,8.72582,8.72582,8.72582,8.72582,8.79481,8.79481,8.79481,8.79481,8.79481,8.79481,8.79481,8.79481,8.79888,8.79888,8.79888,8.79888,8.79888,8.79888,8.79888,8.79888,8.82145,8.82145,8.82145,8.82145
3.42849,3.42849,3.42849,3.42849,4.44467,4.44467,4.44467,4.44467,4.44467,4.44467,4.44467,4.44467,4.44467,4.44467,4.44467,4.44467,4.44467,4.44467,4.44467,4.44467,4.44467,4.44467,4.44467,4.44467,4.44467,4.44467,4.44467,4.44467,4.75501,4.75501,4.75501,4.75501,4.75501,4.75501,4.75501,4.75501,4.75501,4.75501,4.75501,4.75501,4.75501,4.75501,4.75501,4.75501,4.50703,4.50703,4.50703,4.50703,4.50703,4.50703,4.50703,4.50703,4.50703,4.50703,4.50703,4.50703,4.50703,4.50703,4.50703,4.40794,4.40794,4.44485,4.44485,4.44485,4.44485,4.44485,4.44485,4.44485,4.44485,4.44485,4.44485,4.44485,4.44485,4.44485,4.44485,4.44485,4.40357,4.40357,4.40357,4.40357,4.40357,4.40357,4.40357,4.40357,4.40357,4.40357,4.40357,4.40357,4.40357,4.40357,4.40357,4.40357,4.40357,4.40357,4.40357,4.40357,4.40357,4.40357,4.39825,4.39825,4.39825,4.39825,4.39825,4.39825,4.39825,4.39825,4.40024,4.40024,4.40024,4.40024,4.40024,4.40024,4.40024,4.40024,4.40705,4.40705,4.40705,4.40705
6.1268,6.1268,6.1268,6.1268,6.68847,6.68847,6.68847,6.68847,6.68847,6.68847,6.68847,6.68847,6.68847,6.68847,6.68847,6.68847,6.68847,6.68847,6.68847,6.68847,6.68847,6.68847,6.68847,6.68847,6.68847,6.68847,6.68847,6.68847,5.95185,5.95185,5.95185,5.95185,5.95185,5.95185,5.95185,5.95185,5.95185,5.95185,5.95185,5.95185,5.95185,5.95185,5.95185,5.95185,6.69995,6.69995,6.69995,6.69995,6.69995,6.69995,6.69995,6.69995,6.69995,6.69995,6.69995,6.69995,6.69995,6.69995,6.69995,6.78763,6.78763,6.79651,6.79651,6.79651,6.79651,6.79651,6.79651,6.79651,6.79651,6.79651,6.79651,6.79651,6.79651,6.79651,6.79651,6.79651,6.80357,6.80357,6.80357,6.80357,6.80357,6.80357,6.80357,6.80357,6.80357,6.80357,6.80357,6.80357,6.80357,6.80357,6.80357,6.80357,6.80357,6.80357,6.80357,6.80357,6.80357,6.80357,6.8102,6.8102,6.8102,6.8102,6.8102,6.8102,6.8102,6.8102,6.81325,6.81325,6.81325,6.81325,6.81325,6.81325,6.81325,6.81325,6.83113,6.83113,6.83113,6.83113
10.3792,10.3792,10.3792,10.3792,9.82757,9.82757,9.82757,9.82757,9.82757,9.82757,9.82757,9.82757,9.82757,9.82757,9.82757,9.82757,9.82757,9.82757,9.82757,9.82757,9.82757,9.82757,9.82757,9.82757,9.82757,9.82757,9.82757,9.82757,9.85692,9.85692,9.85692,9.85692,9.85692,9.85692,9.85692,9.85692,9.85692,9.85692,9.85692,9.85692,9.85692,9.85692,9.85692,9.85692,11.3323,11.3323,11.3323,11.3323,11.3323,11.3323,11.3323,11.3323,11.3323,11.3323,11.3323,11.3323,11.3323,11.3323,11.3323,11.1799,11.1799,11.1791,11.1791,11.1791,11.1791,11.1791,11.1791,11.1791,11.1791,11.1791,11.1791,11.1791,11.1791,11.1791,11.1791,11.1791,11.0947,11.0947,11.0947,11.0947,11.0947,11.0947,11.0947,11.0947,11.0947,11.0947,11.0947,11.0947,11.0947,11.0947,11.0947,11.0947,11.0947,11.0947,11.0947,11.0947,11.0947,11.0947,11.0931,11.0931,11.0931,11.0931,11.0931,11.0931,11.0931,11.0931,11.0807,11.0807,11.0807,11.0807,11.0807,11.0807,11.0807,11.0807,11.0941,11.0941,11.0941,11.0941
5.05591,5.05591,5.05591,5.05591,4.49864,4.49864,4.49864,4.49864,4.49864,4.49864,4.49864,4.49864,4.49864,4.49864,4.49864,4.49864,4.49864,4.49864,4.49864,4.49864,4.49864,4.49864,4.49864,4.49864,4.49864,4.49864,4.49864,4.49864,4.90297,4.90297,4.90297,4.90297,4.90297,4.90297,4.90297,4.90297,4.90297,4.90297,4.90297,4.90297,4.90297,4.90297,4.90297,4.90297,5.89817,5.89817,5.89817,5.89817,5.89817,5.89817,5.89817,5.89817,5.89817,5.89817,5.89817,5.89817,5.89817,5.89817,5.89817,5.88201,5.88201,5.93744,5.93744,5.93744,5.93744,5.93744,5.93744,5.93744,5.93744,5.93744,5.93744,5.93744,5.93744,5.93744,5.93744,5.93744,5.84316,5.84316,5.84316,5.84316,5.84316,5.84316,5.84316,5.84316,5.84316,5.84316,5.84316,5.84316,5.84316,5.84316,5.84316,5.84316,5.84316,5.84316,5.84316,5.84316,5.84316,5.84316,5.86782,5.86782,5.86782,5.86782,5.86782,5.86782,5.86782,5.86782,5.87059,5.87059,5.87059,5.87059,5.87059,5.87059,5.87059,5.87059,5.84377,5.84377,5.84377,5.84377
0.756339,0.756339,0.756339,0.756339,1.70497,1.70497,1.70497,1.70497,1.70497,1.70497,1.70497,1.70497,1.70497,1.70497,1.70497,1.70497,1.70497,1.70497,1.70497,1.70497,1.70497,1.70497,1.70497,1.70497,1.70497,1.70497,1.70497,1.70497,1.66363,1.66363,1.66363,1.66363,1.66363,1.66363,1.66363,1.66363,1.66363,1.66363,1.66363,1.66363,1.66363,1.66363,1.66363,1.66363,1.12273,1.12273,1.12273,1.12273,1.12273,1.12273,1.12273,1.12273,1.12273,1.12273,1.12273,1.12273,1.12273,1.12273,1.12273,1.05654,1.05654,1.08472,1.08472,1.08472,1.08472,1.08472,1.08472,1.08472,1.08472,1.08472,1.08472,1.08472,1.08472,1.08472,1.08472,1.08472,1.10156,1.10156,1.10156,1.10156,1.10156,1.10156,1.10156,1.10156,1.10156,1.10156,1.10156,1.10156,1.10156,1.10156,1.10156,1.10156,1.10156,1.10156,1.10156,1.10156,1.10156,1.10156,1.02063,1.02063,1.02063,1.02063,1.02063,1.02063,1.02063,1.02063,1.0381,1.0381,1.0381,1.0381,1.0381,1.0381,1.0381,1.0381,1.01114,1.01114,1.01114,1.01114
